0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,86496397,newbloger_2,0,0,newestbloger,8,1368412104
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,86496401,newbloger_2,0,0,newestbloger,4,1368413006
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,86496403,newbloger_2,0,0,newestbloger,5,1368413030
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,86496405,newbloger_2,0,0,newestbloger,7,1368413069
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,8,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,2,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
5389281,4470509,275224,85894277,xiakeduyanlong,ganqz,ganqz,侠客独眼龙88,2,1364446895
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
5389281,4470509,275224,85894277,xiakeduyanlong,ganqz,ganqz,侠客独眼龙88,2,1364446895
6629327,6556340,929314,86496141,ocsjfa2843,Nana8286159,秋日得见,ocsjfa2843,8,1367084364
6629327,2572350,217573,86495407,gongzs888,Nana8286159,秋日得见,股木逢春,1,1367068546
6629327,2572350,217573,86495407,gongzs888,Nana8286159,秋日得见,股木逢春,8,1367068546
6629327,1534395,162387,86483917,hahahah8888,Nana8286159,秋日得见,百万富翁的爸爸,7,1367025042
6629327,6923993,1145041,0,jzcaifu,Nana8286159,秋日得见,金智投资,7,0
6629327,351928,4722,0,lzl,Nana8286159,秋日得见,忠言,4,0
6629327,1892327,485390,0,tongyi2009,Nana8286159,秋日得见,股海求生直播,7,0
6629327,1296,1096469,86496399,newbloger_2,Nana8286159,秋日得见,newestbloger,6,1368412930
5389281,6535616,924260,0,heihai,ganqz,ganqz,领涨股风,6,0
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,6,1364443422
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,3,1364443422
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,8,1364443422
0,351928,4722,0,lzl,0,0,忠言,4,0
0,345874,280,0,xiebaisan,0,0,谢百三,3,0
0,348383,3434,0,shuip,0,0,水皮,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,7,1364443422
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,6,1364443422
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,86496411,newbloger_2,0,0,newestbloger,1,1368428730
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,6,1364443422
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,7,1364443422
5389281,1464143,120487,85893549,xiyiyi2007,ganqz,ganqz,潘益兵,5,1364443422
0,1296,1096469,86496411,newbloger_2,0,0,newestbloger,6,1368428730
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,355031,69290,0,mengyu,0,0,测试组,9,0
0,355031,69290,0,mengyu,0,0,测试组,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,86496413,newbloger_2,0,0,newestbloger,7,1368432241
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,86496413,newbloger_2,0,0,newestbloger,8,1368432241
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,86496415,newbloger_2,0,0,newestbloger,7,1368432327
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,9,0
5389281,6612813,991649,85893589,xujunhao,ganqz,ganqz,许君浩,3,1364443599
5389281,6612813,991649,85893589,xujunhao,ganqz,ganqz,许君浩,8,1364443599
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
5389281,6612813,991649,85893589,xujunhao,ganqz,ganqz,许君浩,7,1364443599
5389281,6612813,991649,85893589,xujunhao,ganqz,ganqz,许君浩,1,1364443599
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,86496417,newbloger_2,0,0,newestbloger,1,1368436216
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,9,0
5389281,1449481,117289,86460385,yetan,ganqz,ganqz,叶檀,3,1366935467
5389281,1449481,117289,0,yetan,ganqz,ganqz,叶檀,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,86496419,newbloger_2,0,0,newestbloger,2,1368437234
0,1296,1096469,86496419,newbloger_2,0,0,newestbloger,5,1368437234
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,86496423,newbloger_2,0,0,newestbloger,3,1368498713
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,86496439,newbloger_2,0,0,newestbloger,1,1368501541
0,1296,1096469,86496439,newbloger_2,0,0,newestbloger,7,1368501541
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,86496441,newbloger_2,0,0,newestbloger,7,1368502529
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,86496437,newbloger_2,0,0,newestbloger,9,1368501467
0,1296,1096469,86496437,newbloger_2,0,0,newestbloger,3,1368501467
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,86496441,newbloger_2,0,0,newestbloger,4,1368502529
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,1,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,9,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,2020569,165146,0,tyj,0,0,tyj天赢居,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,4,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,9,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,4,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,4,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,4,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,3,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,5,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,9,1368515296
0,5389281,415346,0,agan,0,0,研发测试组专用哈,8,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,6,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,7,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,7,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,2,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,6,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,1,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,8,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,4,0
0,6536425,1031207,0,newbloger,0,0,newbloger,1,0
1296,6536425,1031207,0,newbloger,newbloger,newestbloger,newbloger,5,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,2,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,7,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,5,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,7,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,5,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,5,1368515296
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,4,1368515045
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,2,1368515045
0,1296,1096469,86496453,newbloger_2,0,0,newestbloger,1,1368514949
0,1296,1096469,86496453,newbloger_2,0,0,newestbloger,1,1368514949
0,1296,1096469,86496451,newbloger_2,0,0,newestbloger,5,1368514807
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,4,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,8,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,9,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,4,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,9,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,4,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,9,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,4,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,4,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,8,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,1,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,3,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,5,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,1,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,3,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,1,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,4,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,8,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,8,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,6,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,6,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,9,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,9,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,9,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,4,1368514635
0,1296,1096469,86496449,newbloger_2,0,0,newestbloger,3,1368514635
0,1792774,876086,0,dsdmeijun,0,0,梅俊,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,6,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,9,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,7,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,9,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,2,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,6,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,1,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,4,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,2,1368515045
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,6,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,2,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,1,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,2,1368515045
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,3,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,86496447,newbloger_2,0,0,newestbloger,3,1368514302
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,86496435,newbloger_2,0,0,newestbloger,1,1368501438
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,9,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,3,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,86496435,newbloger_2,0,0,newestbloger,2,1368501438
0,1296,1096469,0,newbloger_2,0,0,newestbloger,9,0
1296,6536425,1031207,0,newbloger,newbloger,newestbloger,newbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,6,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,3,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,4,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,5389281,415346,0,agan,0,0,研发测试组专用哈,9,0
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,3,1368515045
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,7,1368515045
0,5389281,415346,0,agan,0,0,研发测试组专用哈,3,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,7,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,7,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,1,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,5389281,415346,0,agan,0,0,研发测试组专用哈,5,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,1,1368515045
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,3,1368515045
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,6,1368515045
0,1296,1096469,86496455,newbloger_2,0,0,newestbloger,4,1368515045
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,8,1368515296
0,1296,1096469,86496457,newbloger_2,0,0,newestbloger,3,1368515296
0,1296,1096469,0,newbloger_2,0,0,newestbloger,7,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,86496447,newbloger_2,0,0,newestbloger,3,1368514302
0,1296,1096469,0,newbloger_2,0,0,newestbloger,2,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,86496435,newbloger_2,0,0,newestbloger,6,1368501438
0,1296,1096469,0,newbloger_2,0,0,newestbloger,4,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,6,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,8,0
0,1296,1096469,0,newbloger_2,0,0,newestbloger,5,0
0,1296,1096469,86496435,newbloger_2,0,0,newestbloger,6,1368501438
0,1296,1096469,86496435,newbloger_2,0,0,newestbloger,5,1368501438
0,1296,1096469,86496435,newbloger_2,0,0,newestbloger,8,1368501438
0,1296,1096469,86496435,newbloger_2,0,0,newestbloger,7,1368501438
